review_order,priority_group,triage_rank,triage_score,listing_id,address,source_label,recommended_source,recommended_label,coordinate_confidence,best_photo_indices,arcgis_real_tiles,arcgis_placeholder_tiles,best_overhead_candidate,aerial_contact_sheet,mls_contact_sheet,google_best_image,google_contact_sheet,bing_contact_sheet,mapbox_contact_sheet,app_path,review_reason,rights_note
157,A - strong candidate,209,25,20040986,205 18 Street S,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\205-18-street-s-20040986\esri_world_imagery_z19\z19_x93527_y178955.jpg,data\contact_sheets\cranbrook_kimberley\205-18-street-s-20040986\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\205-18-street-s-20040986\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\205-18-street-s-20040986\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\205-18-street-s-20040986\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20040986,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and lot/backyard context visible; some shadow/tree obstruction and z20 is softer.,MLS/listing photos are research-only until rights are verified.
158,A - strong candidate,210,25,10625065,208 CROWNE TERRACE Forest,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\208-crowne-terrace-forest-10625065\esri_world_imagery_z19\z19_x93244_y178612.jpg,data\contact_sheets\cranbrook_kimberley\208-crowne-terrace-forest-10625065\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\208-crowne-terrace-forest-10625065\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\208-crowne-terrace-forest-10625065\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\208-crowne-terrace-forest-10625065\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10625065,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and treed lot/backyard visible, but dense tree cover and shadows obscure parts of the property; z19 gives best context.",MLS/listing photos are research-only until rights are verified.
159,A - strong candidate,211,25,10683832,211 CROWNE TERRACE Forest,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\211-crowne-terrace-forest-10683832\esri_world_imagery_z19\z19_x93244_y178611.jpg,data\contact_sheets\cranbrook_kimberley\211-crowne-terrace-forest-10683832\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\211-crowne-terrace-forest-10683832\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\211-crowne-terrace-forest-10683832\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\211-crowne-terrace-forest-10683832\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10683832,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Property area is visible with surrounding lot context, but heavy tree canopy and shadows make house/backyard details difficult to…",MLS/listing photos are research-only until rights are verified.
160,A - strong candidate,212,25,10685240,2210 13TH S Avenue,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\2210-13th-s-avenue-10685240\esri_world_imagery_z19\z19_x93555_y178966.jpg,data\contact_sheets\cranbrook_kimberley\2210-13th-s-avenue-10685240\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\2210-13th-s-avenue-10685240\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\2210-13th-s-avenue-10685240\google_satellite_z20.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\2210-13th-s-avenue-10685240\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10685240,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear overhead view of house, driveway, lawn, and backyard/lot; z20 provides strong detail while retaining useful parcel context.",MLS/listing photos are research-only until rights are verified.
161,A - strong candidate,213,25,20084254,2252 Black Hawk Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,7,2,data\aerial\fernie_sparwood\2252-black-hawk-drive-20084254\esri_world_imagery_z19\z19_x94820_y178353.jpg,data\contact_sheets\fernie_sparwood\2252-black-hawk-drive-20084254\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\2252-black-hawk-drive-20084254\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\2252-black-hawk-drive-20084254\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\2252-black-hawk-drive-20084254\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20084254,"Vision batch 002: print_mockup_potential=low; best_candidate_tile=center; Center tile includes house/driveway but backyard is indistinct and image is washed out.; House, yard, driveway, and surrounding lot are clearly visible; z19 balances detail and full lot…",MLS/listing photos are research-only until rights are verified.
162,A - strong candidate,214,25,10681059,2260 BLACK HAWK Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,8,1,data\aerial\fernie_sparwood\2260-black-hawk-drive-10681059\esri_world_imagery_z19\z19_x94817_y178352.jpg,data\contact_sheets\fernie_sparwood\2260-black-hawk-drive-10681059\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\2260-black-hawk-drive-10681059\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\2260-black-hawk-drive-10681059\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\2260-black-hawk-drive-10681059\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10681059,"Vision batch 001: print_mockup_potential=low; best_candidate_tile=none; Very blurry and mostly road, trees, and undeveloped land; no clear house or usable backyard crop.; House and large undeveloped/wooded lot area are visible, though the structure is near th…",MLS/listing photos are research-only until rights are verified.
163,A - strong candidate,215,25,20035045,2411 Osprey Court,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,7,2,data\aerial\fernie_sparwood\2411-osprey-court-20035045\esri_world_imagery_z19\z19_x94820_y178353.jpg,data\contact_sheets\fernie_sparwood\2411-osprey-court-20035045\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\2411-osprey-court-20035045\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\2411-osprey-court-20035045\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\2411-osprey-court-20035045\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20035045,"Vision batch 002: print_mockup_potential=low; best_candidate_tile=center; Center tile shows driveway/roadside and building edge; backyard not clearly visible.; Clear elevated/top-down view of house, driveway, surrounding yard/lot, and neighboring context; z20…",MLS/listing photos are research-only until rights are verified.
164,A - strong candidate,216,25,10599160,25 SKIFTY MORRIS Way,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\25-skifty-morris-way-10599160\esri_world_imagery_z19\z19_x94589_y178904.jpg,data\contact_sheets\fernie_sparwood\25-skifty-morris-way-10599160\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\25-skifty-morris-way-10599160\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\25-skifty-morris-way-10599160\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\25-skifty-morris-way-10599160\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10599160,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and lot are visible with neighborhood context, though imagery is somewhat soft and shadows obscure parts of yard.",MLS/listing photos are research-only until rights are verified.
165,A - strong candidate,217,25,20073619,3 Mt Proctor Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\3-mt-proctor-avenue-20073619\esri_world_imagery_z19\z19_x94555_y178947.jpg,data\contact_sheets\fernie_sparwood\3-mt-proctor-avenue-20073619\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\3-mt-proctor-avenue-20073619\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\3-mt-proctor-avenue-20073619\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\3-mt-proctor-avenue-20073619\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20073619,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Residential property and lot are visible, but trees/shadows and dense neighboring structures reduce clarity.",MLS/listing photos are research-only until rights are verified.
166,A - strong candidate,218,25,10681908,300 LEGACY LOOKOUT,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\300-legacy-lookout-10681908\esri_world_imagery_z19\z19_x93558_y178843.jpg,data\contact_sheets\cranbrook_kimberley\300-legacy-lookout-10681908\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\300-legacy-lookout-10681908\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\300-legacy-lookout-10681908\google_satellite_z20.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\300-legacy-lookout-10681908\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10681908,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear view of house, driveway, lawn/lot, and adjacent open/golf-course context; z20 provides the best property detail.",MLS/listing photos are research-only until rights are verified.
167,A - strong candidate,219,25,20047369,303 Legacy Lookout,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\303-legacy-lookout-20047369\esri_world_imagery_z19\z19_x93557_y178844.jpg,data\contact_sheets\cranbrook_kimberley\303-legacy-lookout-20047369\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\303-legacy-lookout-20047369\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\303-legacy-lookout-20047369\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\303-legacy-lookout-20047369\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20047369,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear overhead of house, lot/backyard area, driveway, neighboring context; z18 adds golf-course/context.",MLS/listing photos are research-only until rights are verified.
168,A - strong candidate,220,25,20051381,31 - 640 Upper Lakeview Road,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\31-640-upper-lakeview-road-20051381\esri_world_imagery_z19\z19_x93194_y176656.jpg,data\contact_sheets\columbia_valley\31-640-upper-lakeview-road-20051381\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\31-640-upper-lakeview-road-20051381\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\31-640-upper-lakeview-road-20051381\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\31-640-upper-lakeview-road-20051381\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20051381,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and surrounding yard/lot are clearly visible; z20 is detailed but tighter.,MLS/listing photos are research-only until rights are verified.
169,A - strong candidate,221,25,20046086,3104 5th Street S,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\3104-5th-street-s-20046086\esri_world_imagery_z19\z19_x93589_y178926.jpg,data\contact_sheets\cranbrook_kimberley\3104-5th-street-s-20046086\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\3104-5th-street-s-20046086\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\3104-5th-street-s-20046086\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\3104-5th-street-s-20046086\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20046086,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Good residential overhead showing house, backyard/lot, street frontage, and nearby parcels.",MLS/listing photos are research-only until rights are verified.
170,A - strong candidate,222,25,20071254,317 Legacy Lookout,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\317-legacy-lookout-20071254\esri_world_imagery_z19\z19_x93556_y178841.jpg,data\contact_sheets\cranbrook_kimberley\317-legacy-lookout-20071254\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\317-legacy-lookout-20071254\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\317-legacy-lookout-20071254\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\317-legacy-lookout-20071254\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20071254,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and full lot context visible; area appears partly under construction/bare ground.,MLS/listing photos are research-only until rights are verified.
171,A - strong candidate,223,25,20026282,32-1401 30TH N Avenue,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\32-1401-30th-n-avenue-20026282\esri_world_imagery_z19\z19_x93583_y178878.jpg,data\contact_sheets\cranbrook_kimberley\32-1401-30th-n-avenue-20026282\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\32-1401-30th-n-avenue-20026282\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\32-1401-30th-n-avenue-20026282\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\32-1401-30th-n-avenue-20026282\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20026282,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear suburban lot context; z19 best shows house, yard, driveway, street/cul-de-sac together. z20 is closer but partial.",MLS/listing photos are research-only until rights are verified.
172,A - strong candidate,224,25,20050060,350 Legacy Lookout,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\350-legacy-lookout-20050060\esri_world_imagery_z19\z19_x93555_y178843.jpg,data\contact_sheets\cranbrook_kimberley\350-legacy-lookout-20050060\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\350-legacy-lookout-20050060\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\350-legacy-lookout-20050060\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\350-legacy-lookout-20050060\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20050060,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Shows house frontage and rear/green-space context; lot is visible, though crosshair appears near road/front and adjacent construc…",MLS/listing photos are research-only until rights are verified.
