triage_rank,triage_score,listing_id,address,source_label,area,subarea,coordinate_confidence,latitude,longitude,recommended_source,aerial_coverage_goal,best_overhead_candidate,aerial_contact_sheet,aerial_review_status,aerial_backyard_visibility,aerial_overhead_quality,aerial_real_tiles,aerial_placeholder_tiles,mls_contact_sheet,mls_photo_count,mls_backyard_photos,mls_drone_or_aerial,mls_best_photo_indices,mls_candidate_strength,hot_tub_or_pool_signal,source_risk,notes
167,0,20069119,2030 GOLDEN EAGLE Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.75918072,-114.89444902,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2030-golden-eagle-drive-20069119\esri_world_imagery_z19\z19_x94816_y178353.jpg,data\contact_sheets\fernie_sparwood\2030-golden-eagle-drive-20069119\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,9,0,data\mls_contact_sheets\fernie_sparwood\2030-golden-eagle-drive-20069119\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Mostly road and vacant/bare lot; house appears only in adjacent tile, not a strong backyard crop."
168,0,20040986,205 18 Street S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.49159439,-115.77964478,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\205-18-street-s-20040986\esri_world_imagery_z19\z19_x93527_y178955.jpg,data\contact_sheets\cranbrook_kimberley\205-18-street-s-20040986\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\205-18-street-s-20040986\mls_contact_sheet.jpg,12,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
169,0,20078352,2071 Golden Eagle Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.76245664,-114.89202357,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2071-golden-eagle-drive-20078352\esri_world_imagery_z19\z19_x94820_y178346.jpg,data\contact_sheets\fernie_sparwood\2071-golden-eagle-drive-20078352\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,9,0,data\mls_contact_sheets\fernie_sparwood\2071-golden-eagle-drive-20078352\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Center tile appears to be vacant or underdeveloped terrain; no usable backyard candidate.
170,0,10625065,208 CROWNE TERRACE Forest,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.644295,-115.973946,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\208-crowne-terrace-forest-10625065\esri_world_imagery_z19\z19_x93244_y178612.jpg,data\contact_sheets\cranbrook_kimberley\208-crowne-terrace-forest-10625065\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\208-crowne-terrace-forest-10625065\mls_contact_sheet.jpg,20,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
171,0,10683832,211 CROWNE TERRACE Forest,Cranbrook/Kimberley,Kootenay,KI - Marysville,listing,49.64457479,-115.97399609,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\211-crowne-terrace-forest-10683832\esri_world_imagery_z19\z19_x93244_y178611.jpg,data\contact_sheets\cranbrook_kimberley\211-crowne-terrace-forest-10683832\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\211-crowne-terrace-forest-10683832\mls_contact_sheet.jpg,12,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
172,0,10675001,2134 WHISKEY JACK Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.75975517,-114.89851222,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2134-whiskey-jack-drive-10675001\esri_world_imagery_z19\z19_x94810_y178352.jpg,data\contact_sheets\fernie_sparwood\2134-whiskey-jack-drive-10675001\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,9,0,data\mls_contact_sheets\fernie_sparwood\2134-whiskey-jack-drive-10675001\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Mostly bare land/road with no clear residence or backyard amenity in the center tile.
173,0,10683923,2135 WHISKEY JACK Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.75981389,-114.89823739,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2135-whiskey-jack-drive-10683923\esri_world_imagery_z19\z19_x94811_y178352.jpg,data\contact_sheets\fernie_sparwood\2135-whiskey-jack-drive-10683923\aerial_contact_sheet.jpg,vision_reviewed_batch_001,poor,poor,9,0,data\mls_contact_sheets\fernie_sparwood\2135-whiskey-jack-drive-10683923\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 001: print_mockup_potential=low; best_candidate_tile=none; Blurry, mostly wooded or undeveloped view with road frontage; no clear property or backyard feature."
174,0,10671578,2140 WHISKEY JACK Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.7608287,-114.90042812,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2140-whiskey-jack-drive-10671578\esri_world_imagery_z19\z19_x94808_y178350.jpg,data\contact_sheets\fernie_sparwood\2140-whiskey-jack-drive-10671578\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,9,0,data\mls_contact_sheets\fernie_sparwood\2140-whiskey-jack-drive-10671578\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Center tile is largely bare ground/track marks with no discernible backyard or residence.
175,0,20034035,2202 Black Hawk Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.75721692,-114.89236494,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2202-black-hawk-drive-20034035\esri_world_imagery_z19\z19_x94819_y178358.jpg,data\contact_sheets\fernie_sparwood\2202-black-hawk-drive-20034035\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,8,1,data\mls_contact_sheets\fernie_sparwood\2202-black-hawk-drive-20034035\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Mostly undeveloped or bare lot/road area; no clear backyard amenity.
176,0,10685240,2210 13TH S Avenue,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.48646115,-115.76078547,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\2210-13th-s-avenue-10685240\esri_world_imagery_z19\z19_x93555_y178966.jpg,data\contact_sheets\cranbrook_kimberley\2210-13th-s-avenue-10685240\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\2210-13th-s-avenue-10685240\mls_contact_sheet.jpg,29,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
177,0,20035684,222 Boulder Creek,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook North,listing,49.53923882,-115.75519018,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\222-boulder-creek-20035684\esri_world_imagery_z19\z19_x93563_y178848.jpg,data\contact_sheets\cranbrook_kimberley\222-boulder-creek-20035684\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\222-boulder-creek-20035684\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
178,0,20084254,2252 Black Hawk Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.75952961,-114.8917588,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2252-black-hawk-drive-20084254\esri_world_imagery_z19\z19_x94820_y178353.jpg,data\contact_sheets\fernie_sparwood\2252-black-hawk-drive-20084254\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,7,2,data\mls_contact_sheets\fernie_sparwood\2252-black-hawk-drive-20084254\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,Vision batch 002: print_mockup_potential=low; best_candidate_tile=center; Center tile includes house/driveway but backyard is indistinct and image is washed out.
179,0,10681059,2260 BLACK HAWK Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.7597004,-114.89407011,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2260-black-hawk-drive-10681059\esri_world_imagery_z19\z19_x94817_y178352.jpg,data\contact_sheets\fernie_sparwood\2260-black-hawk-drive-10681059\aerial_contact_sheet.jpg,vision_reviewed_batch_001,poor,poor,8,1,data\mls_contact_sheets\fernie_sparwood\2260-black-hawk-drive-10681059\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,"Vision batch 001: print_mockup_potential=low; best_candidate_tile=none; Very blurry and mostly road, trees, and undeveloped land; no clear house or usable backyard crop."
180,0,20021326,2264 BLACK HAWK Drive,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.75981671,-114.89495128,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2264-black-hawk-drive-20021326\esri_world_imagery_z19\z19_x94816_y178352.jpg,data\contact_sheets\fernie_sparwood\2264-black-hawk-drive-20021326\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,9,0,data\mls_contact_sheets\fernie_sparwood\2264-black-hawk-drive-20021326\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Center tile is mainly road intersection/unfinished area; no visible backyard.
181,0,20084357,233 Boulder Creek,Cranbrook/Kimberley,Kootenay,CRAN - Northwest Cranbrook,listing,49.5385398,-115.75577613,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\233-boulder-creek-20084357\esri_world_imagery_z19\z19_x93562_y178850.jpg,data\contact_sheets\cranbrook_kimberley\233-boulder-creek-20084357\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\233-boulder-creek-20084357\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
182,0,20035045,2411 Osprey Court,Fernie/Sparwood,Kootenay,SP - Sparwood,listing,49.7591632,-114.89207061,needs_aerial_review,unreviewed,data\aerial\fernie_sparwood\2411-osprey-court-20035045\esri_world_imagery_z19\z19_x94820_y178353.jpg,data\contact_sheets\fernie_sparwood\2411-osprey-court-20035045\aerial_contact_sheet.jpg,vision_reviewed_batch_002,poor,poor,7,2,data\mls_contact_sheets\fernie_sparwood\2411-osprey-court-20035045\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,no,research_only_verify_license,Vision batch 002: print_mockup_potential=low; best_candidate_tile=center; Center tile shows driveway/roadside and building edge; backyard not clearly visible.
183,0,20087226,244 Boulder Creek,Cranbrook/Kimberley,Kootenay,CRAN - Northwest Cranbrook,listing,49.53890993,-115.75655684,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\244-boulder-creek-20087226\esri_world_imagery_z19\z19_x93561_y178849.jpg,data\contact_sheets\cranbrook_kimberley\244-boulder-creek-20087226\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\244-boulder-creek-20087226\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
184,0,10599160,25 SKIFTY MORRIS Way,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.514461,-115.050531,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\25-skifty-morris-way-10599160\esri_world_imagery_z19\z19_x94589_y178904.jpg,data\contact_sheets\fernie_sparwood\25-skifty-morris-way-10599160\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\25-skifty-morris-way-10599160\mls_contact_sheet.jpg,8,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
185,0,10631447,2527 LEDGEROCK Ridge,Columbia Valley,Kootenay,IN - Invermere,listing,50.506456,-116.029143,needs_aerial_review,unreviewed,data\aerial\columbia_valley\2527-ledgerock-ridge-10631447\esri_world_imagery_z19\z19_x93164_y176655.jpg,data\contact_sheets\columbia_valley\2527-ledgerock-ridge-10631447\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\2527-ledgerock-ridge-10631447\mls_contact_sheet.jpg,16,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
186,0,10669410,2572 LEDGEROCK Ridge,Columbia Valley,Kootenay,IN - Invermere,listing,50.47875815,-116.03948095,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\2572-ledgerock-ridge-10669410\esri_world_imagery_z19\z19_x93149_y176719.jpg,data\contact_sheets\columbia_valley\2572-ledgerock-ridge-10669410\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\2572-ledgerock-ridge-10669410\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
187,0,10660407,2589 LEDGEROCK Court,Columbia Valley,Kootenay,IN - Invermere,listing,50.477448,-116.039254,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\2589-ledgerock-court-10660407\esri_world_imagery_z19\z19_x93149_y176722.jpg,data\contact_sheets\columbia_valley\2589-ledgerock-court-10660407\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\2589-ledgerock-court-10660407\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
188,0,20053388,2715 3rd Street S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50634673,-115.74233762,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\2715-3rd-street-s-20053388\esri_world_imagery_z19\z19_x93582_y178922.jpg,data\contact_sheets\cranbrook_kimberley\2715-3rd-street-s-20053388\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\2715-3rd-street-s-20053388\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
189,0,20075439,2950 Mellor Road,Cranbrook/Kimberley,Kootenay,CRANL - Wycliffe,listing,49.60535668,-115.86046764,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\2950-mellor-road-20075439\esri_world_imagery_z19\z19_x93409_y178700.jpg,data\contact_sheets\cranbrook_kimberley\2950-mellor-road-20075439\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\2950-mellor-road-20075439\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
190,0,20073619,3 Mt Proctor Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49499926,-115.07360215,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\3-mt-proctor-avenue-20073619\esri_world_imagery_z19\z19_x94555_y178947.jpg,data\contact_sheets\fernie_sparwood\3-mt-proctor-avenue-20073619\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\3-mt-proctor-avenue-20073619\mls_contact_sheet.jpg,17,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
191,0,10681908,300 LEGACY LOOKOUT,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook North,listing,49.54135255,-115.75849168,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\300-legacy-lookout-10681908\esri_world_imagery_z19\z19_x93558_y178843.jpg,data\contact_sheets\cranbrook_kimberley\300-legacy-lookout-10681908\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\300-legacy-lookout-10681908\mls_contact_sheet.jpg,29,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
192,0,20047369,303 Legacy Lookout,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook North,listing,49.54124289,-115.75907405,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\303-legacy-lookout-20047369\esri_world_imagery_z19\z19_x93557_y178844.jpg,data\contact_sheets\cranbrook_kimberley\303-legacy-lookout-20047369\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\303-legacy-lookout-20047369\mls_contact_sheet.jpg,12,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
